Dt_Pedido,Dt_Emissao,Dt_Entrega,Mes_Base,Ano_Exec,CO_Fabrica,CO_Cliente,Incoterm,Veiculo,Qtd_pallets,Qtd_Transp,Moeda,Vlr_Frete

16/04/23,27/04/23,02/05/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,727.38

24/04/23,30/04/23,04/05/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,727.38

30/03/23,02/04/23,06/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

25/03/23,08/04/23,12/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

31/03/23,09/04/23,12/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

31/03/23,10/04/23,14/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

05/04/23,11/04/23,15/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

08/04/23,11/04/23,14/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

02/04/23,12/04/23,15/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

05/04/23,14/04/23,18/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

03/04/23,17/04/23,22/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

04/04/23,18/04/23,23/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

06/04/23,18/04/23,21/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

16/04/23,19/04/23,24/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

11/04/23,20/04/23,24/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

07/04/23,20/04/23,21/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

07/04/23,21/04/23,26/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

10/04/23,22/04/23,27/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

13/04/23,24/04/23,26/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

19/04/23,26/04/23,28/04/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

14/04/23,29/04/23,03/05/23,4,2023,3424402,2305,CIF,P12,12,1500,BRL,718.25

20/03/23,01/04/23,06/04/23,4,2023,3424402,2305,CIF,P12,12,1800,BRL,813.05

22/03/23,03/04/23,06/04/23,4,2023,3424402,2305,CIF,P12,12,1800,BRL,813.05

03/04/23,10/04/23,14/04/23,4,2023,3424402,2305,CIF,P12,12,1800,BRL,813.05

06/04/23,10/04/23,14/04/23,4,2023,3424402,2305,CIF,P12,12,1800,BRL,813.05

17/04/23,24/04/23,28/04/23,4,2023,3424402,2305,CIF,P12,12,1800,BRL,813.05

21/04/23,24/04/23,29/04/23,4,2023,3424402,2305,CIF,P12,12,1800,BRL,813.05

10/04/23,21/04/23,24/04/23,4,2023,3424402,2305,CIF,P12,12,1800,BRL,798.56

23/04/23,26/04/23,30/04/23,4,2023,3424402,2305,CIF,P12,12,1800,BRL,798.56

03/04/23,09/04/23,14/04/23,4,2023,3424402,2305,FOB,P24,24,3600,BRL,781.4
13/04/23,21/04/23,25/04/23,4,2023,3424402,2305,FOB,P24,24,3600,BRL,781.4
28/03/23,10/04/23,12/04/23,4,2023,3424402,2305,FOB,P12,12,1800,BRL,0
06/04/23,18/04/23,20/04/23,4,2023,3424402,2305,FOB,P12,12,1800,BRL,0
13/04/23,20/04/23,24/04/23,4,2023,3424402,2305,FOB,P24,24,2400,BRL,0
19/03/23,02/04/23,06/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

24/03/23,02/04/23,07/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

28/03/23,03/04/23,06/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

28/03/23,05/04/23,08/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

25/03/23,06/04/23,10/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

31/03/23,06/04/23,09/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

02/04/23,07/04/23,12/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

01/04/23,09/04/23,12/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

06/04/23,14/04/23,19/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

07/04/23,14/04/23,19/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

05/04/23,16/04/23,21/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

04/04/23,17/04/23,22/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

12/04/23,22/04/23,25/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

18/04/23,22/04/23,26/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

13/04/23,26/04/23,01/05/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

16/04/23,26/04/23,29/04/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

24/04/23,27/04/23,02/05/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

15/04/23,30/04/23,04/05/23,4,2023,3424402,2304,CIF,P12,12,1500,BRL,718.25

20/04/23,23/04/23,26/04/23,4,2023,3424402,2304,CIF,P12,12,1800,BRL,798.56

19/04/23,25/04/23,30/04/23,4,2023,3424402,2304,CIF,P12,12,1800,BRL,798.56

10/04/23,25/04/23,29/04/23,4,2023,3424402,2304,CIF,P12,12,1800,BRL,798.56

22/04/23,27/04/23,02/05/23,4,2023,3424402,2304,CIF,P12,12,1800,BRL,798.56

27/03/23,02/04/23,05/04/23,4,2023,3424402,2304,CIF,P24,24,3000,BRL,975.46

30/03/23,02/04/23,07/04/23,4,2023,3424402,2304,CIF,P24,24,3000,BRL,975.46

11/04/23,18/04/23,22/04/23,4,2023,3424402,2304,CIF,P24,24,3000,BRL,975.46

07/04/23,22/04/23,26/04/23,4,2023,3424402,2304,CIF,P24,24,3000,BRL,975.46

13/04/23,25/04/23,29/04/23,4,2023,3424402,2304,CIF,P24,24,3000,BRL,975.46

10/04/23,17/04/23,20/04/23,4,2023,3424402,2304,FOB,P12,12,1500,BRL,0
09/04/23,18/04/23,21/04/23,4,2023,3424402,2304,FOB,P12,12,1500,BRL,0
05/04/23,18/04/23,21/04/23,4,2023,3424402,2304,FOB,P24,24,3000,BRL,0
11/04/23,20/04/23,22/04/23,4,2023,3424402,2304,FOB,P12,12,1800,BRL,0
18/04/23,22/04/23,27/04/23,4,2023,3424402,2304,FOB,P24,24,2400,BRL,0
20/03/23,01/04/23,04/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

30/03/23,03/04/23,07/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

23/03/23,07/04/23,11/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

02/04/23,07/04/23,12/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

04/04/23,07/04/23,10/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

10/04/23,14/04/23,17/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

14/04/23,18/04/23,23/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

11/04/23,18/04/23,22/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

07/04/23,18/04/23,20/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

12/04/23,19/04/23,22/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

14/04/23,22/04/23,26/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

17/04/23,23/04/23,28/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

13/04/23,24/04/23,28/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

13/04/23,25/04/23,29/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

10/04/23,25/04/23,30/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

13/04/23,27/04/23,01/05/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

23/04/23,27/04/23,30/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

13/04/23,28/04/23,02/05/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

27/04/23,30/04/23,03/05/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,727.38

27/03/23,01/04/23,05/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
22/03/23,04/04/23,08/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
01/04/23,05/04/23,08/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
31/03/23,08/04/23,13/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
07/04/23,13/04/23,16/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
13/04/23,20/04/23,24/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
05/04/23,20/04/23,24/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
17/04/23,20/04/23,25/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
09/04/23,20/04/23,25/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
11/04/23,23/04/23,28/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
14/04/23,24/04/23,28/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
12/04/23,24/04/23,27/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
13/04/23,24/04/23,27/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
21/04/23,26/04/23,30/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
11/04/23,26/04/23,30/04/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
21/04/23,28/04/23,01/05/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
25/04/23,30/04/23,02/05/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
19/04/23,30/04/23,04/05/23,4,2023,3424402,2301,CIF,P12,12,1500,BRL,707.6
24/03/23,01/04/23,05/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,823.9
21/03/23,02/04/23,06/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,823.9
28/03/23,02/04/23,05/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,823.9
01/04/23,12/04/23,14/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,823.9
11/04/23,21/04/23,26/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,823.9
22/04/23,25/04/23,28/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,823.9
23/04/23,30/04/23,05/05/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,823.9
20/04/23,30/04/23,04/05/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,823.9
25/03/23,01/04/23,04/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,813.05

29/03/23,02/04/23,06/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,813.05

12/04/23,16/04/23,19/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,813.05

09/04/23,21/04/23,26/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,813.05

10/04/23,22/04/23,26/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,813.05

09/04/23,23/04/23,26/04/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,813.05

24/04/23,27/04/23,02/05/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,813.05

15/04/23,30/04/23,04/05/23,4,2023,3424402,2301,CIF,P12,12,1800,BRL,813.05

19/03/23,01/04/23,05/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,971.11

08/04/23,11/04/23,14/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,971.11

07/04/23,19/04/23,24/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,971.11

08/04/23,20/04/23,25/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,971.11

08/04/23,21/04/23,23/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,971.11

16/04/23,23/04/23,28/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,971.11

17/04/23,23/04/23,27/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,971.11

18/04/23,24/04/23,29/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,971.11

27/03/23,02/04/23,07/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,920
16/04/23,20/04/23,25/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,920
17/04/23,23/04/23,27/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,920
12/04/23,23/04/23,26/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,920
10/04/23,25/04/23,29/04/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,920
22/04/23,27/04/23,01/05/23,4,2023,3424402,2301,CIF,P24,24,3000,BRL,920
02/04/23,10/04/23,11/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
03/04/23,10/04/23,14/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
26/03/23,10/04/23,13/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
30/03/23,11/04/23,14/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
07/04/23,11/04/23,13/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
30/03/23,11/04/23,14/04/23,4,2023,3424402,2301,FOB,P24,24,2400,BRL,0
30/03/23,11/04/23,14/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
08/04/23,11/04/23,14/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
29/03/23,11/04/23,14/04/23,4,2023,3424402,2301,FOB,P24,24,3600,BRL,0
03/04/23,11/04/23,16/04/23,4,2023,3424402,2301,FOB,P12,12,1800,BRL,0
03/04/23,11/04/23,16/04/23,4,2023,3424402,2301,FOB,P24,24,3000,BRL,0
27/03/23,11/04/23,15/04/23,4,2023,3424402,2301,FOB,P24,24,2400,BRL,0
31/03/23,15/04/23,19/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
11/04/23,15/04/23,19/04/23,4,2023,3424402,2301,FOB,P12,12,1800,BRL,0
04/04/23,15/04/23,18/04/23,4,2023,3424402,2301,FOB,P24,24,2400,BRL,0
05/04/23,15/04/23,18/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
10/04/23,15/04/23,19/04/23,4,2023,3424402,2301,FOB,P24,24,2400,BRL,0
12/04/23,15/04/23,20/04/23,4,2023,3424402,2301,FOB,P24,24,2400,BRL,0
05/04/23,15/04/23,18/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
05/04/23,15/04/23,19/04/23,4,2023,3424402,2301,FOB,P24,24,3000,BRL,0
07/04/23,15/04/23,19/04/23,4,2023,3424402,2301,FOB,P24,24,3000,BRL,0
13/04/23,16/04/23,19/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
05/04/23,16/04/23,21/04/23,4,2023,3424402,2301,FOB,P24,24,3600,BRL,0
10/04/23,16/04/23,21/04/23,4,2023,3424402,2301,FOB,P24,24,3600,BRL,0
11/04/23,16/04/23,19/04/23,4,2023,3424402,2301,FOB,P12,12,1800,BRL,0
03/04/23,16/04/23,19/04/23,4,2023,3424402,2301,FOB,P24,24,3000,BRL,0
06/04/23,16/04/23,19/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
07/04/23,16/04/23,21/04/23,4,2023,3424402,2301,FOB,P24,24,3000,BRL,0
14/04/23,18/04/23,20/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
12/04/23,18/04/23,20/04/23,4,2023,3424402,2301,FOB,P12,12,1800,BRL,0
06/04/23,18/04/23,23/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
03/04/23,18/04/23,21/04/23,4,2023,3424402,2301,FOB,P24,24,3000,BRL,0
14/04/23,18/04/23,22/04/23,4,2023,3424402,2301,FOB,P12,12,1800,BRL,0
11/04/23,18/04/23,23/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
07/04/23,18/04/23,20/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
03/04/23,18/04/23,20/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
06/04/23,19/04/23,24/04/23,4,2023,3424402,2301,FOB,P12,12,1800,BRL,0
15/04/23,19/04/23,23/04/23,4,2023,3424402,2301,FOB,P24,24,3600,BRL,0
05/04/23,19/04/23,21/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
08/04/23,20/04/23,23/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
14/04/23,20/04/23,25/04/23,4,2023,3424402,2301,FOB,P24,24,2400,BRL,0
06/04/23,20/04/23,24/04/23,4,2023,3424402,2301,FOB,P24,24,3000,BRL,0
10/04/23,20/04/23,22/04/23,4,2023,3424402,2301,FOB,P24,24,2400,BRL,0
06/04/23,20/04/23,25/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
14/04/23,20/04/23,24/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
15/04/23,20/04/23,24/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
18/04/23,21/04/23,24/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
15/04/23,21/04/23,25/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
08/04/23,21/04/23,26/04/23,4,2023,3424402,2301,FOB,P24,24,3000,BRL,0
18/04/23,21/04/23,24/04/23,4,2023,3424402,2301,FOB,P24,24,3600,BRL,0
17/04/23,21/04/23,23/04/23,4,2023,3424402,2301,FOB,P24,24,2400,BRL,0
14/04/23,22/04/23,23/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
18/04/23,22/04/23,25/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
11/04/23,22/04/23,25/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
13/04/23,23/04/23,27/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
19/04/23,23/04/23,26/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
12/04/23,23/04/23,25/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
19/04/23,23/04/23,26/04/23,4,2023,3424402,2301,FOB,P12,12,1800,BRL,0
10/04/23,23/04/23,28/04/23,4,2023,3424402,2301,FOB,P12,12,1800,BRL,0
17/04/23,23/04/23,26/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
17/04/23,23/04/23,27/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
20/04/23,23/04/23,28/04/23,4,2023,3424402,2301,FOB,P12,12,1500,BRL,0
19/03/23,02/04/23,05/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

27/03/23,07/04/23,11/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

04/04/23,07/04/23,12/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

24/03/23,08/04/23,13/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

26/03/23,09/04/23,12/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

28/03/23,09/04/23,14/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

01/04/23,10/04/23,14/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

07/04/23,13/04/23,18/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

08/04/23,14/04/23,18/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

08/04/23,14/04/23,17/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

06/04/23,14/04/23,17/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

03/04/23,15/04/23,17/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

02/04/23,16/04/23,20/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

09/04/23,16/04/23,21/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

10/04/23,19/04/23,22/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

11/04/23,19/04/23,23/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

15/04/23,22/04/23,25/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

07/04/23,22/04/23,25/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

08/04/23,23/04/23,27/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

09/04/23,24/04/23,27/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

12/04/23,25/04/23,29/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

11/04/23,26/04/23,30/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

16/04/23,27/04/23,30/04/23,4,2023,3424402,2302,CIF,P12,12,1500,BRL,691.01

23/03/23,03/04/23,08/04/23,4,2023,3424402,2302,CIF,P12,12,1800,BRL,813.05

19/03/23,03/04/23,06/04/23,4,2023,3424402,2302,CIF,P12,12,1800,BRL,813.05

05/04/23,10/04/23,14/04/23,4,2023,3424402,2302,CIF,P12,12,1800,BRL,813.05

10/04/23,14/04/23,15/04/23,4,2023,3424402,2302,CIF,P12,12,1800,BRL,813.05

07/04/23,20/04/23,25/04/23,4,2023,3424402,2302,CIF,P12,12,1800,BRL,813.05

20/04/23,23/04/23,27/04/23,4,2023,3424402,2302,CIF,P12,12,1800,BRL,813.05

12/04/23,24/04/23,28/04/23,4,2023,3424402,2302,CIF,P12,12,1800,BRL,813.05

22/04/23,26/04/23,29/04/23,4,2023,3424402,2302,CIF,P12,12,1800,BRL,813.05

24/04/23,29/04/23,02/05/23,4,2023,3424402,2302,CIF,P12,12,1800,BRL,813.05

26/03/23,07/04/23,11/04/23,4,2023,3424402,2302,CIF,P24,24,2400,BRL,740.88

02/04/23,10/04/23,13/04/23,4,2023,3424402,2302,CIF,P24,24,2400,BRL,740.88

02/04/23,10/04/23,14/04/23,4,2023,3424402,2302,CIF,P24,24,2400,BRL,740.88

11/04/23,19/04/23,21/04/23,4,2023,3424402,2302,CIF,P24,24,2400,BRL,740.88

19/04/23,23/04/23,27/04/23,4,2023,3424402,2302,CIF,P24,24,2400,BRL,740.88

18/04/23,23/04/23,28/04/23,4,2023,3424402,2302,CIF,P24,24,2400,BRL,740.88

20/04/23,28/04/23,01/05/23,4,2023,3424402,2302,CIF,P24,24,2400,BRL,740.88

27/03/23,01/04/23,04/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
25/03/23,05/04/23,09/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
06/04/23,09/04/23,12/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
02/04/23,10/04/23,12/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
07/04/23,13/04/23,18/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
04/04/23,14/04/23,19/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
06/04/23,15/04/23,20/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
14/04/23,21/04/23,25/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
09/04/23,24/04/23,27/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
15/04/23,24/04/23,27/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
17/04/23,24/04/23,29/04/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
21/04/23,28/04/23,02/05/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
27/04/23,30/04/23,05/05/23,4,2023,3424402,2302,CIF,P24,24,3000,BRL,920
07/04/23,22/04/23,25/04/23,4,2023,3424402,2302,FOB,P24,24,3600,BRL,781.4
01/04/23,10/04/23,15/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
30/03/23,10/04/23,14/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
26/03/23,10/04/23,13/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
07/04/23,10/04/23,15/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
06/04/23,10/04/23,15/04/23,4,2023,3424402,2302,FOB,P24,24,3600,BRL,0
01/04/23,11/04/23,14/04/23,4,2023,3424402,2302,FOB,P24,24,3000,BRL,0
02/04/23,11/04/23,15/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
31/03/23,11/04/23,15/04/23,4,2023,3424402,2302,FOB,P24,24,2400,BRL,0
01/04/23,11/04/23,16/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
03/04/23,15/04/23,18/04/23,4,2023,3424402,2302,FOB,P12,12,1800,BRL,0
01/04/23,15/04/23,18/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
02/04/23,15/04/23,20/04/23,4,2023,3424402,2302,FOB,P24,24,2400,BRL,0
04/04/23,15/04/23,20/04/23,4,2023,3424402,2302,FOB,P24,24,2400,BRL,0
06/04/23,16/04/23,19/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
10/04/23,16/04/23,21/04/23,4,2023,3424402,2302,FOB,P24,24,3000,BRL,0
05/04/23,16/04/23,20/04/23,4,2023,3424402,2302,FOB,P12,12,1800,BRL,0
11/04/23,16/04/23,21/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
06/04/23,16/04/23,19/04/23,4,2023,3424402,2302,FOB,P24,24,3600,BRL,0
03/04/23,16/04/23,21/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
08/04/23,16/04/23,21/04/23,4,2023,3424402,2302,FOB,P24,24,3600,BRL,0
08/04/23,16/04/23,21/04/23,4,2023,3424402,2302,FOB,P24,24,3000,BRL,0
01/04/23,16/04/23,20/04/23,4,2023,3424402,2302,FOB,P12,12,1800,BRL,0
02/04/23,16/04/23,20/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
01/04/23,16/04/23,19/04/23,4,2023,3424402,2302,FOB,P24,24,2400,BRL,0
03/04/23,16/04/23,18/04/23,4,2023,3424402,2302,FOB,P24,24,3000,BRL,0
08/04/23,17/04/23,21/04/23,4,2023,3424402,2302,FOB,P12,12,1800,BRL,0
02/04/23,17/04/23,20/04/23,4,2023,3424402,2302,FOB,P24,24,3600,BRL,0
04/04/23,17/04/23,22/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
11/04/23,17/04/23,22/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
09/04/23,18/04/23,21/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
07/04/23,18/04/23,23/04/23,4,2023,3424402,2302,FOB,P24,24,2400,BRL,0
05/04/23,19/04/23,23/04/23,4,2023,3424402,2302,FOB,P12,12,1500,BRL,0
